method,seed,scenario,episode,success,recovered,steps,failure_step,recovery_step,first_support_after_failure,support_persistence,unique_active_pairs,pre_recovery_boost,action_hash
full,1,dropout030_delay2_relay_failure,50,1,1,46,39,46,40,1,3,0.0000,3dd39195014b3c10
full,1,dropout030_delay2_relay_failure,48,1,1,48,39,48,41,2,3,0.0000,95f456ba2344f4e1
full,1,dropout030_delay2_relay_failure,53,1,1,44,39,44,41,3,3,0.0000,6365f62634b31d13
full,1,dropout030_delay2_relay_failure,52,1,1,45,39,45,43,2,3,0.0000,89dfedc314a14dd0
full,1,dropout030_delay2_relay_failure,54,1,1,45,39,45,40,3,3,0.0000,032eba3c5190799a
full,1,dropout030_delay2_relay_failure,55,1,1,45,39,45,41,3,3,0.0000,d65bde4876d95597
full,1,dropout030_delay2_relay_failure,56,1,1,44,39,44,40,2,3,0.0000,1037b47435e54acc
full,1,dropout030_delay2_relay_failure,58,1,1,44,39,44,40,1,3,0.0000,8669eb82b8014393
full,1,dropout030_delay2_relay_failure,57,1,1,46,39,46,40,5,3,0.0000,380103733629eb6d
full,1,dropout030_delay2_relay_failure,59,1,1,46,39,46,40,3,3,0.0000,37a2fa467c0e2979
full,1,dropout030_delay2_relay_failure,60,1,1,45,39,45,41,4,3,0.0000,7ebd72491e9a1f66
full,1,dropout030_delay2_relay_failure,62,1,1,46,39,46,40,2,3,0.0000,9c440ff757fbed6c
full,1,dropout030_delay2_relay_failure,63,1,1,46,39,46,41,5,3,0.0000,ed6be7c97bec8bc4
full,1,dropout030_delay2_relay_failure,61,0,0,260,39,-1,40,12,3,,e146734277b7f270
full,1,dropout030_delay2_relay_failure,64,1,1,44,39,44,41,3,3,0.0000,cc62bfdcef1ffda2
full,1,dropout030_delay2_relay_failure,65,1,1,46,39,46,40,2,3,0.0000,2d82382635b30461
full,1,dropout030_delay2_relay_failure,67,1,1,47,39,47,40,2,3,0.0000,09434db1efae752f
full,1,dropout030_delay2_relay_failure,66,1,1,52,39,52,42,2,3,0.0111,74442b66ef721283
full,1,dropout030_delay2_relay_failure,68,1,1,46,39,46,40,2,3,0.0000,33685415318f2f3e
full,1,dropout030_delay2_relay_failure,69,1,1,47,39,47,41,3,3,0.0000,99c98b48f650a01f
full,1,dropout030_delay2_relay_failure,70,1,1,53,39,53,40,7,3,-0.0111,757e2f36e595ccde
full,1,dropout030_delay2_relay_failure,71,1,1,53,39,53,40,7,3,-0.0333,7217e2ad3d37fbd0
full,1,dropout030_delay2_relay_failure,74,1,1,45,39,45,40,5,3,0.0000,c642eef065022962
full,1,dropout030_delay2_relay_failure,73,1,1,48,39,48,41,3,3,0.0000,cdc663cc1f0f819b
full,1,dropout030_delay2_relay_failure,72,1,1,49,39,49,42,2,3,0.0000,e1feef8a32bdca85
full,1,dropout030_delay2_relay_failure,75,0,0,260,39,-1,40,43,3,,1e7298c13971f6dc
full,1,dropout030_delay2_relay_failure,77,1,1,46,39,46,40,4,3,0.0000,54f19ba1cbc8a9c6
full,1,dropout030_delay2_relay_failure,79,1,1,46,39,46,40,2,3,0.0000,7641853dc41407ef
full,1,dropout030_delay2_relay_failure,78,1,1,47,39,47,40,6,3,0.0000,1070c05dd0f182e9
full,1,dropout030_delay2_relay_failure,76,1,1,48,39,48,41,3,3,0.0000,a27e0da13d8d8026
full,1,dropout030_delay2_relay_failure,80,1,1,44,39,44,40,3,3,0.0000,761e13790fbf8d2a
full,1,dropout030_delay2_relay_failure,83,1,1,45,39,45,41,2,3,0.0000,676c8a57b344885f
full,1,dropout030_delay2_relay_failure,81,1,1,46,39,46,40,3,3,0.0000,e37a865837eed0be
full,1,dropout030_delay2_relay_failure,82,1,1,47,39,47,41,1,3,0.0000,ac9d5f9e63d09a07
full,1,dropout030_delay2_relay_failure,87,1,1,44,39,44,40,2,3,0.0000,378007714a47f565
full,1,dropout030_delay2_relay_failure,84,1,1,45,39,45,41,2,3,0.0000,8644ba4275611473
full,1,dropout030_delay2_relay_failure,86,1,1,46,39,46,42,3,3,0.0000,b557aa7becfe0846
full,1,dropout030_delay2_relay_failure,85,1,1,48,39,48,40,3,3,0.0000,0ce12e26b74410b7
full,1,dropout030_delay2_relay_failure,88,1,1,45,39,45,40,5,3,0.0000,7cf6aaa8356e5709
full,1,dropout030_delay2_relay_failure,91,1,1,45,39,45,40,3,3,0.0000,f7fbd8a242f4c269
full,1,dropout030_delay2_relay_failure,89,1,1,46,39,46,42,2,3,0.0000,58874dbbf1b705a9
full,1,dropout030_delay2_relay_failure,90,1,1,48,39,48,45,2,3,0.0000,8b602cce3b7a5d4e
full,1,dropout030_delay2_relay_failure,95,1,1,45,39,45,40,5,3,0.0000,a95c7ff843804210
full,1,dropout030_delay2_relay_failure,92,1,1,48,39,48,40,3,3,0.0000,6a053a1ba563c69a
full,1,dropout030_delay2_relay_failure,94,1,1,48,39,48,40,4,3,0.0000,5189bad64b16106e
full,1,dropout030_delay2_relay_failure,93,0,0,260,39,-1,40,14,3,,bca603e0b3221bfe
full,1,dropout030_delay2_relay_failure,98,1,1,44,39,44,41,1,3,0.0000,ba274a57c831da7d
full,1,dropout030_delay2_relay_failure,96,1,1,45,39,45,40,2,3,0.0000,2089ef6b5cce9eee
full,1,dropout030_delay2_relay_failure,97,1,1,47,39,47,41,3,3,0.0000,5360c2c2c825f99b
full,1,dropout030_delay2_relay_failure,99,1,1,49,39,49,41,8,3,0.0000,f6dea9c501d78def
full,1,dropout030_delay2_relay_failure_early,0,1,1,45,24,45,25,11,3,-0.0556,b5c3dec6f2931686
full,1,dropout030_delay2_relay_failure_early,1,1,1,45,24,45,25,11,3,0.0222,6ad636d4a0cf1235
full,1,dropout030_delay2_relay_failure_early,2,1,1,45,24,45,25,3,3,-0.0222,f289a20f2d397e86
full,1,dropout030_delay2_relay_failure_early,3,1,1,45,24,45,25,4,3,-0.0222,05f7a3face179437
full,1,dropout030_delay2_relay_failure_early,5,1,1,46,24,46,25,7,3,-0.0333,370fc6543f84d878
full,1,dropout030_delay2_relay_failure_early,6,1,1,46,24,46,26,6,3,0.0111,3959ddcf96e91165
full,1,dropout030_delay2_relay_failure_early,4,1,1,47,24,47,25,5,3,-0.0222,ec296d64113f3f36
full,1,dropout030_delay2_relay_failure_early,7,1,1,47,24,47,25,4,3,-0.0556,a42bc7aeeaf5abb7
full,1,dropout030_delay2_relay_failure_early,9,1,1,44,24,44,25,6,3,-0.0444,3f13768f9ef54197
full,1,dropout030_delay2_relay_failure_early,8,1,1,47,24,47,25,5,3,-0.0111,613db2329100c123
full,1,dropout030_delay2_relay_failure_early,11,1,1,47,24,47,25,7,3,-0.0444,e5cecad07d47b157
full,1,dropout030_delay2_relay_failure_early,10,1,1,48,24,48,25,8,3,-0.0222,460c81315aad310e
full,1,dropout030_delay2_relay_failure_early,15,1,1,44,24,44,28,6,3,0.0000,14b9e32020300584
full,1,dropout030_delay2_relay_failure_early,12,1,1,46,24,46,26,4,3,-0.0222,e3db28d66a745ee5
full,1,dropout030_delay2_relay_failure_early,13,1,1,47,24,47,25,5,3,-0.0222,b3b73a51a4d426c6
full,1,dropout030_delay2_relay_failure_early,14,1,1,49,24,49,25,7,3,-0.0222,64294c9e46667b95
full,1,dropout030_delay2_relay_failure_early,19,1,1,45,24,45,25,6,3,0.0000,7e6507bf5f33961e
full,1,dropout030_delay2_relay_failure_early,16,1,1,47,24,47,25,6,3,0.0111,e78482aa12806af0
full,1,dropout030_delay2_relay_failure_early,17,1,1,47,24,47,25,6,3,-0.0333,90d8695d345bd2ff
full,1,dropout030_delay2_relay_failure_early,18,1,1,48,24,48,25,9,3,0.0333,3d157943952b3eb9
full,1,dropout030_delay2_relay_failure_early,20,1,1,44,24,44,25,5,2,0.0111,b8095639f6df9ed9
full,1,dropout030_delay2_relay_failure_early,23,1,1,44,24,44,25,7,3,-0.0111,209981174390453d
full,1,dropout030_delay2_relay_failure_early,21,1,1,46,24,46,25,5,3,-0.0556,00153fc7e9b11b74
full,1,dropout030_delay2_relay_failure_early,22,1,1,50,24,50,25,5,3,0.0000,5a67db4a4edc82f3
full,1,dropout030_delay2_relay_failure_early,27,1,1,44,24,44,25,6,3,-0.0444,686fa9114dffcbd7
full,1,dropout030_delay2_relay_failure_early,25,1,1,45,24,45,25,15,3,-0.0333,656e55807ca03b7f
full,1,dropout030_delay2_relay_failure_early,24,1,1,47,24,47,25,11,3,-0.0111,9ff25b5ebcdcc54e
full,1,dropout030_delay2_relay_failure_early,26,1,1,48,24,48,25,5,3,-0.0222,5cb42766e17ca947
full,1,dropout030_delay2_relay_failure_early,30,1,1,45,24,45,27,5,3,0.0333,5fd32a0e4cc54041
full,1,dropout030_delay2_relay_failure_early,31,1,1,45,24,45,29,6,3,0.0000,3324f48f0d45b161
full,1,dropout030_delay2_relay_failure_early,29,1,1,47,24,47,25,5,3,-0.0556,e8d17f6765e19cdf
full,1,dropout030_delay2_relay_failure_early,28,1,1,48,24,48,25,3,3,-0.0444,60e96a009f721283
full,1,dropout030_delay2_relay_failure_early,33,1,1,44,24,44,26,8,3,0.0000,7d51d6449b5bc579
full,1,dropout030_delay2_relay_failure_early,35,1,1,44,24,44,25,5,3,0.0333,039a014ed9caab57
full,1,dropout030_delay2_relay_failure_early,34,1,1,46,24,46,25,5,3,-0.0111,b48a49abaaf71425
full,1,dropout030_delay2_relay_failure_early,32,1,1,52,24,52,25,6,3,-0.0333,60be02b9de70e6ef
full,1,dropout030_delay2_relay_failure_early,39,1,1,45,24,45,25,7,3,-0.0111,071db9913e20f758
full,1,dropout030_delay2_relay_failure_early,37,1,1,46,24,46,25,5,3,-0.0444,845834133144ff97
full,1,dropout030_delay2_relay_failure_early,38,1,1,47,24,47,25,5,3,-0.0222,74ea6aecc2fd0002
full,1,dropout030_delay2_relay_failure_early,36,1,1,50,24,50,25,8,3,-0.0111,a0895958db65e469
full,1,dropout030_delay2_relay_failure_early,41,1,1,44,24,44,25,3,3,0.0000,081fa9d3d2147349
full,1,dropout030_delay2_relay_failure_early,40,1,1,45,24,45,25,4,3,0.0000,66f20a6965e34f28
full,1,dropout030_delay2_relay_failure_early,43,1,1,45,24,45,25,7,3,-0.0111,9cdca470923df3bc
full,1,dropout030_delay2_relay_failure_early,42,1,1,48,24,48,25,8,3,-0.0444,0e12c375c4fcf9ff
full,1,dropout030_delay2_relay_failure_early,46,1,1,44,24,44,25,7,3,-0.0333,5a7ff5ac76e0a18e
full,1,dropout030_delay2_relay_failure_early,44,1,1,45,24,45,27,8,3,0.0000,2006b8b43543a4b3
full,1,dropout030_delay2_relay_failure_early,47,1,1,47,24,47,25,5,3,-0.0333,acb361fafcfd0046
full,1,dropout030_delay2_relay_failure_early,45,1,1,50,24,50,25,8,3,-0.0111,3716072608190a45
full,1,dropout030_delay2_relay_failure_early,49,1,1,44,24,44,25,8,3,0.0000,9d84122e6e9ffa43
full,1,dropout030_delay2_relay_failure_early,50,1,1,46,24,46,25,17,3,0.0222,6ba60b1d1b4f5dce
full,1,dropout030_delay2_relay_failure_early,51,1,1,46,24,46,25,9,3,0.0000,0846a08a9a24e8da
full,1,dropout030_delay2_relay_failure_early,48,1,1,48,24,48,25,6,3,-0.0111,deecd9d0663f6e67
full,1,dropout030_delay2_relay_failure_early,52,1,1,45,24,45,25,10,3,-0.0222,8add4c580c7c7d7c
full,1,dropout030_delay2_relay_failure_early,53,1,1,45,24,45,29,8,3,0.0222,d80afd111c5bf3b4
full,1,dropout030_delay2_relay_failure_early,55,1,1,45,24,45,25,11,3,-0.0556,77be04c8ff7369ef
full,1,dropout030_delay2_relay_failure_early,54,1,1,46,24,46,25,5,3,-0.0333,6136018edc2147a9
full,1,dropout030_delay2_relay_failure_early,58,1,1,44,24,44,28,5,3,0.0111,a3f87ffe986ddcd0
full,1,dropout030_delay2_relay_failure_early,56,1,1,45,24,45,26,6,3,0.0000,e8eaddc05cc6470d
full,1,dropout030_delay2_relay_failure_early,57,1,1,46,24,46,26,5,3,-0.0111,0ff009510132084e
full,1,dropout030_delay2_relay_failure_early,59,1,1,46,24,46,25,5,3,-0.0333,6daae226c4b27ed4
full,1,dropout030_delay2_relay_failure_early,60,1,1,46,24,46,25,11,3,0.0222,8a2d444423288731
full,1,dropout030_delay2_relay_failure_early,62,1,1,46,24,46,26,4,3,0.0111,0a2a0c7c22bf99ff
full,1,dropout030_delay2_relay_failure_early,63,1,1,46,24,46,25,2,3,-0.0333,438548e7d3e83c5c
full,1,dropout030_delay2_relay_failure_early,61,1,1,49,24,49,25,3,3,-0.0444,286416597698bf4c
full,1,dropout030_delay2_relay_failure_early,64,1,1,45,24,45,25,6,3,-0.0111,a87205a337f71d84
full,1,dropout030_delay2_relay_failure_early,65,1,1,47,24,47,26,7,3,-0.0333,0981f7040052ac53
full,1,dropout030_delay2_relay_failure_early,67,1,1,48,24,48,25,6,3,-0.0222,7860804144a6022a
full,1,dropout030_delay2_relay_failure_early,66,1,1,52,24,52,25,12,3,-0.0222,4c118eb46e968a1b
full,1,dropout030_delay2_relay_failure_early,68,1,1,46,24,46,25,5,3,0.0111,6c43540ff60b5d50
full,1,dropout030_delay2_relay_failure_early,69,1,1,47,24,47,25,4,3,0.0000,300bac3568a4b725
full,1,dropout030_delay2_relay_failure_early,70,1,1,52,24,52,25,10,3,0.0111,7b960ddf1024477c
full,1,dropout030_delay2_relay_failure_early,71,0,0,260,24,-1,25,15,3,,33884e18221f9aea
full,1,dropout030_delay2_relay_failure_early,74,1,1,46,24,46,25,5,3,-0.0222,5fae4fe1bf0970d2
full,1,dropout030_delay2_relay_failure_early,73,1,1,48,24,48,26,9,3,-0.0222,2a28e43c8a1164a7
full,1,dropout030_delay2_relay_failure_early,75,1,1,49,24,49,25,10,3,-0.0667,c90be3c05b8ff58e
full,1,dropout030_delay2_relay_failure_early,72,0,0,260,24,-1,25,11,3,,4ddb357fed1fe3af
full,1,dropout030_delay2_relay_failure_early,77,1,1,47,24,47,25,4,3,-0.0333,9a31756160632925
full,1,dropout030_delay2_relay_failure_early,78,1,1,47,24,47,25,5,3,-0.0222,512e614f4151d85d
full,1,dropout030_delay2_relay_failure_early,79,1,1,47,24,47,25,5,3,-0.0111,7adb4ec0c6e9d4bd
full,1,dropout030_delay2_relay_failure_early,76,1,1,48,24,48,25,9,3,-0.0778,e6de7f9b14ec048a
full,1,dropout030_delay2_relay_failure_early,80,1,1,44,24,44,25,5,3,-0.0222,7fa676b339250df0
full,1,dropout030_delay2_relay_failure_early,83,1,1,44,24,44,25,3,3,0.0000,ee388a7c05ed303f
full,1,dropout030_delay2_relay_failure_early,81,1,1,46,24,46,25,5,3,-0.0222,12e4ef3cada146f5
full,1,dropout030_delay2_relay_failure_early,82,1,1,47,24,47,25,10,3,0.0333,7543fbbabd566e76
full,1,dropout030_delay2_relay_failure_early,87,1,1,45,24,45,25,7,3,-0.0111,e045db93078e47bd
full,1,dropout030_delay2_relay_failure_early,84,1,1,46,24,46,25,6,3,-0.0333,197473c39cf7fc95
full,1,dropout030_delay2_relay_failure_early,86,1,1,47,24,47,26,3,3,-0.0111,db078226ec5bdfc3
full,1,dropout030_delay2_relay_failure_early,85,1,1,48,24,48,27,5,3,-0.0111,4461653862d647c3
full,1,dropout030_delay2_relay_failure_early,88,1,1,45,24,45,27,3,3,-0.0111,ae9273fbedffce8e
full,1,dropout030_delay2_relay_failure_early,89,1,1,46,24,46,25,8,3,-0.0333,a8db422d0f036541
full,1,dropout030_delay2_relay_failure_early,91,1,1,46,24,46,25,9,3,0.0333,ad472cabd54a402b
full,1,dropout030_delay2_relay_failure_early,90,1,1,50,24,50,25,7,3,-0.0222,df47136dba182b37
full,1,dropout030_delay2_relay_failure_early,93,1,1,44,24,44,25,4,3,-0.0222,b6d448103be8944c
full,1,dropout030_delay2_relay_failure_early,95,1,1,45,24,45,25,6,3,0.0000,5a8727cdd358f641
full,1,dropout030_delay2_relay_failure_early,92,1,1,48,24,48,25,5,3,-0.0111,64ce5a15ec086b15
full,1,dropout030_delay2_relay_failure_early,94,1,1,49,24,49,25,3,3,0.0000,f42a559587ecd580
full,1,dropout030_delay2_relay_failure_early,98,1,1,44,24,44,26,9,3,0.0222,742ca8e1cd324b96
full,1,dropout030_delay2_relay_failure_early,96,1,1,45,24,45,26,3,3,-0.0222,828c5f207c70ccb3
full,1,dropout030_delay2_relay_failure_early,97,1,1,47,24,47,25,9,3,-0.0444,d22d884fad53f204
full,1,dropout030_delay2_relay_failure_early,99,1,1,49,24,49,25,10,3,-0.0222,b44dbc3e4ffdf9d7
full,2,dropout030_delay2_relay_failure,2,1,1,45,39,45,40,1,3,0.0000,a08e71f16cd02711
full,2,dropout030_delay2_relay_failure,0,0,0,260,39,-1,41,16,3,,8d95751b2248d6be
full,2,dropout030_delay2_relay_failure,1,0,0,260,39,-1,40,5,3,,3b20965c75dbf3f9
full,2,dropout030_delay2_relay_failure,3,0,0,260,39,-1,40,11,3,,4eb009a8cd607f59
full,2,dropout030_delay2_relay_failure,4,1,1,46,39,46,41,3,3,0.0000,768ca5ddea9e3550
full,2,dropout030_delay2_relay_failure,7,1,1,46,39,46,40,6,3,0.0000,0badcf51b3520f04
full,2,dropout030_delay2_relay_failure,5,0,0,260,39,-1,40,4,3,,f145f7f60ff2d1d4
full,2,dropout030_delay2_relay_failure,6,0,0,260,39,-1,42,6,3,,a26bb1ea82c9ce05
full,2,dropout030_delay2_relay_failure,11,1,1,45,39,45,40,2,3,0.0000,7825f9baf1ce0e5e
full,2,dropout030_delay2_relay_failure,8,1,1,46,39,46,41,1,3,0.0000,3bee2978d0562486
full,2,dropout030_delay2_relay_failure,10,1,1,47,39,47,40,6,3,0.0000,720c428ac1522490
full,2,dropout030_delay2_relay_failure,9,0,0,260,39,-1,40,4,3,,a24f4a2e84e6055f
full,2,dropout030_delay2_relay_failure,15,1,1,44,39,44,41,1,3,0.0000,c6f63ea32f40e366
full,2,dropout030_delay2_relay_failure,12,1,1,46,39,46,40,6,3,0.0000,f576b709bf1a912f
full,2,dropout030_delay2_relay_failure,13,1,1,46,39,46,40,4,3,0.0000,3f5f5f6508cedfd7
full,2,dropout030_delay2_relay_failure,14,1,1,48,39,48,40,6,3,0.0000,757523b401c65098
full,2,dropout030_delay2_relay_failure,19,1,1,44,39,44,40,2,3,0.0000,76534152874c1cb5
full,2,dropout030_delay2_relay_failure,16,1,1,46,39,46,41,3,3,0.0000,1ab9965d2bd6e098
full,2,dropout030_delay2_relay_failure,17,1,1,46,39,46,40,6,3,0.0000,98ea365b08ae56cb
full,2,dropout030_delay2_relay_failure,18,1,1,47,39,47,41,6,3,0.0000,8b03339f233f67c4
full,2,dropout030_delay2_relay_failure,20,1,1,44,39,44,41,3,3,0.0000,eb7873abc5e8506e
full,2,dropout030_delay2_relay_failure,23,1,1,44,39,44,40,4,3,0.0000,466b4f99e3b764c6
full,2,dropout030_delay2_relay_failure,21,1,1,46,39,46,40,6,3,0.0000,b9f6ff52ccf70dc7
full,2,dropout030_delay2_relay_failure,22,1,1,46,39,46,40,1,3,0.0000,1520d078a385b0df
full,2,dropout030_delay2_relay_failure,25,1,1,44,39,44,40,4,3,0.0000,10e5517afe54ca08
full,2,dropout030_delay2_relay_failure,24,1,1,46,39,46,40,3,3,0.0000,7c5b0ff8216b8fd4
full,2,dropout030_delay2_relay_failure,26,1,1,46,39,46,40,1,3,0.0000,db5ae29e31c6326f
full,2,dropout030_delay2_relay_failure,27,0,0,260,39,-1,40,8,3,,433040cf22a340cc
full,2,dropout030_delay2_relay_failure,31,1,1,45,39,45,41,2,3,0.0000,5a536113695c3f13
full,2,dropout030_delay2_relay_failure,28,1,1,46,39,46,42,4,3,0.0000,31556f7a04b9bb83
full,2,dropout030_delay2_relay_failure,29,1,1,46,39,46,40,2,3,0.0000,f42bbff364f835e5
full,2,dropout030_delay2_relay_failure,30,0,0,260,39,-1,40,4,3,,c2e683ad615cb664
full,2,dropout030_delay2_relay_failure,34,1,1,45,39,45,40,5,3,0.0000,6c7476316d8e03a6
full,2,dropout030_delay2_relay_failure,32,1,1,49,39,49,40,3,3,0.0000,cb46a56e189963e4
full,2,dropout030_delay2_relay_failure,33,0,0,260,39,-1,40,10,3,,52eaa981e20bb08f
full,2,dropout030_delay2_relay_failure,35,0,0,260,39,-1,41,6,3,,556253e210bc572a
full,2,dropout030_delay2_relay_failure,39,1,1,44,39,44,40,1,3,0.0000,db05305c4e6fbd65
full,2,dropout030_delay2_relay_failure,37,1,1,45,39,45,41,4,3,0.0000,45c0a0727d56311b
full,2,dropout030_delay2_relay_failure,38,1,1,46,39,46,41,5,3,0.0000,b7a41cc221377f00
full,2,dropout030_delay2_relay_failure,36,1,1,47,39,47,40,3,3,0.0000,8d3787a085055d06
full,2,dropout030_delay2_relay_failure,40,1,1,45,39,45,40,5,3,0.0000,af451e1155610d9f
full,2,dropout030_delay2_relay_failure,43,1,1,45,39,45,41,4,3,0.0000,f3e2f998718bcea9
full,2,dropout030_delay2_relay_failure,42,1,1,46,39,46,40,3,3,0.0000,e9669cc5f3e9d741
full,2,dropout030_delay2_relay_failure,41,0,0,260,39,-1,44,3,3,,2221ce41b8b6bd51
full,2,dropout030_delay2_relay_failure,44,1,1,45,39,45,40,4,3,0.0000,066ac7ce8bec3502
full,2,dropout030_delay2_relay_failure,47,1,1,46,39,46,41,1,3,0.0000,73e75813c6b564c1
full,2,dropout030_delay2_relay_failure,45,1,1,47,39,47,40,5,3,0.0000,75c8e3decc9862d5
full,2,dropout030_delay2_relay_failure,46,0,0,260,39,-1,40,4,3,,99c49762d3a3fae9
full,2,dropout030_delay2_relay_failure,49,1,1,44,39,44,40,2,3,0.0000,8371f79d32e56256
full,2,dropout030_delay2_relay_failure,50,1,1,45,39,45,40,5,3,0.0000,c3feaa87d3a3a0c0
full,2,dropout030_delay2_relay_failure,51,1,1,45,39,45,43,2,3,0.0000,5195425a3c902ef1
full,2,dropout030_delay2_relay_failure,48,1,1,46,39,46,40,6,3,0.0000,8d6c22558bf0a3d1
full,2,dropout030_delay2_relay_failure,53,1,1,44,39,44,40,3,3,0.0000,3545e82c6741d7e9
full,2,dropout030_delay2_relay_failure,52,1,1,45,39,45,40,3,3,0.0000,8e2236ab919ceb61
full,2,dropout030_delay2_relay_failure,54,1,1,45,39,45,40,3,3,0.0000,6f04321ef2565aec
full,2,dropout030_delay2_relay_failure,55,1,1,45,39,45,40,5,3,0.0000,d2849bedebd556d6
full,2,dropout030_delay2_relay_failure,58,1,1,45,39,45,41,3,3,0.0000,d376ce79967fe48f
full,2,dropout030_delay2_relay_failure,57,1,1,46,39,46,41,3,3,0.0000,b8b251a7748f4662
full,2,dropout030_delay2_relay_failure,56,0,0,260,39,-1,40,12,3,,73ce732f2ad95507
full,2,dropout030_delay2_relay_failure,59,0,0,260,39,-1,40,3,3,,207fefb058fecca6
full,2,dropout030_delay2_relay_failure,60,1,1,45,39,45,41,2,3,0.0000,171baf0c6cfa400c
full,2,dropout030_delay2_relay_failure,62,1,1,45,39,45,40,5,3,0.0000,99169f8af97b62c5
full,2,dropout030_delay2_relay_failure,63,1,1,46,39,46,40,3,3,0.0000,57bb511b41e95592
full,2,dropout030_delay2_relay_failure,61,0,0,260,39,-1,40,6,3,,35c7b0f303ffa27b
full,2,dropout030_delay2_relay_failure,64,1,1,44,39,44,41,3,3,0.0000,a6b911406cb8f6fd
full,2,dropout030_delay2_relay_failure,65,1,1,46,39,46,40,3,3,0.0000,3332a87d27b9f71f
full,2,dropout030_delay2_relay_failure,67,1,1,46,39,46,40,2,3,0.0000,057493dd3b4d37c9
full,2,dropout030_delay2_relay_failure,66,1,1,48,39,48,40,2,3,0.0000,18ce9fdcc5de58e9
full,2,dropout030_delay2_relay_failure,68,1,1,45,39,45,40,3,3,0.0000,6e4d48833c02ff1b
full,2,dropout030_delay2_relay_failure,69,1,1,46,39,46,40,3,3,0.0000,5e424e4a2f316d06
full,2,dropout030_delay2_relay_failure,70,1,1,48,39,48,42,2,3,0.0000,12d9a2e05487fd98
full,2,dropout030_delay2_relay_failure,71,1,1,48,39,48,40,8,3,0.0000,ce6117d4b8d326d1
full,2,dropout030_delay2_relay_failure,74,1,1,45,39,45,42,1,3,0.0000,650414ed9a9389e2
full,2,dropout030_delay2_relay_failure,73,1,1,46,39,46,41,2,3,0.0000,9e73765c4eeacfc2
full,2,dropout030_delay2_relay_failure,72,1,1,47,39,47,41,4,3,0.0000,d9ed20ad5590f1af
full,2,dropout030_delay2_relay_failure,75,1,1,47,39,47,40,7,3,0.0000,91521690846f36dc
full,2,dropout030_delay2_relay_failure,77,1,1,46,39,46,40,3,3,0.0000,1cf65d6ed72b61cb
full,2,dropout030_delay2_relay_failure,78,1,1,46,39,46,41,5,3,0.0000,166e2b5ead57291f
full,2,dropout030_delay2_relay_failure,76,1,1,47,39,47,40,2,3,0.0000,a44b5987d14ce676
full,2,dropout030_delay2_relay_failure,79,0,0,260,39,-1,46,5,3,,1ebcf1aef0773a1a
full,2,dropout030_delay2_relay_failure,83,1,1,44,39,44,40,4,3,0.0000,599ae3a8618dcfb1
full,2,dropout030_delay2_relay_failure,81,1,1,46,39,46,40,4,3,0.0000,6e7860fa0b25b4a1
full,2,dropout030_delay2_relay_failure,82,1,1,46,39,46,40,2,3,0.0000,6782f5041dc882fd
full,2,dropout030_delay2_relay_failure,80,0,0,260,39,-1,40,4,3,,d11f0c6f7e59e418
full,2,dropout030_delay2_relay_failure,87,1,1,44,39,44,40,1,3,0.0000,5290db33f77fa70f
full,2,dropout030_delay2_relay_failure,86,1,1,45,39,45,40,2,3,0.0000,086255f403740d75
full,2,dropout030_delay2_relay_failure,85,1,1,47,39,47,40,5,3,0.0000,c35a8dd790ba8d51
full,2,dropout030_delay2_relay_failure,84,0,0,260,39,-1,40,8,3,,005fd715a9fd18b8
full,2,dropout030_delay2_relay_failure,88,1,1,45,39,45,41,1,3,0.0000,b194aafbbf237d5b
full,2,dropout030_delay2_relay_failure,89,1,1,45,39,45,41,2,3,0.0000,342c46c28291e72b
full,2,dropout030_delay2_relay_failure,91,1,1,45,39,45,40,2,3,0.0000,9fb0ff6b027196b8
full,2,dropout030_delay2_relay_failure,90,1,1,47,39,47,40,2,3,0.0000,ac13258e7f5e4c21
full,2,dropout030_delay2_relay_failure,92,1,1,47,39,47,40,1,3,0.0000,59519feff1ea2579
full,2,dropout030_delay2_relay_failure,94,1,1,47,39,47,40,2,3,0.0000,f48a284f1159fc97
full,2,dropout030_delay2_relay_failure,93,0,0,260,39,-1,42,2,3,,2eea18f678f108c2
full,2,dropout030_delay2_relay_failure,95,0,0,260,39,-1,40,4,3,,6fce7356957dfbb5
full,2,dropout030_delay2_relay_failure,97,1,1,46,39,46,41,2,3,0.0000,7bc922b336e83de0
full,2,dropout030_delay2_relay_failure,99,1,1,47,39,47,40,3,3,0.0000,255abc3b3031f23e
full,2,dropout030_delay2_relay_failure,96,0,0,260,39,-1,41,4,3,,975f18b1c3e2d0a2
full,2,dropout030_delay2_relay_failure,98,0,0,260,39,-1,40,6,3,,d220d34753841413
full,2,dropout030_delay2_relay_failure_early,2,1,1,45,24,45,25,4,3,-0.0444,4c011dba3686516d
full,2,dropout030_delay2_relay_failure_early,0,0,0,260,24,-1,26,7,3,,edd697fa032e1153
full,2,dropout030_delay2_relay_failure_early,1,0,0,260,24,-1,25,16,3,,54a960ee2168a5c4
full,2,dropout030_delay2_relay_failure_early,3,0,0,260,24,-1,27,13,3,,941461e4f916320e
full,2,dropout030_delay2_relay_failure_early,4,1,1,46,24,46,25,14,3,0.0333,e44c3803fd306c6b
full,2,dropout030_delay2_relay_failure_early,7,1,1,46,24,46,25,3,3,-0.0444,8b6b05857c621117
full,2,dropout030_delay2_relay_failure_early,5,0,0,260,24,-1,25,7,3,,bc8c37391f439715
